Airline,Source,Source Name,Destination,Destination Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Total Fare (BDT),Seasonality,Days Before Departure
Malaysian Airlines,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-10-10,2025-10-11,12.84929811,1 Stop,Airbus A350,Economy,Online Website,39366.01538,11904.90231,51270.91769,Regular,84
Singapore Airlines,CXB,Cox's Bazar Airport,SPD,Saidpur Airport,2025-12-13,2025-12-13,0.923230337,Direct,Airbus A320,First Class,Online Website,16218.80386,200,19702.56463,Winter Holidays,2
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,BZL,Barisal Airport,2025-09-12,2025-09-12,0.773036118,Direct,Airbus A320,Economy,Direct Booking,3260.133581,200,3460.133581,Regular,70
Biman Bangladesh Airlines,SPD,Saidpur Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-06-15,2025-06-15,1.85003952,1 Stop,Boeing 737,Business,Direct Booking,79113.58761,13867.03814,92980.62576,Regular,66
Singapore Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-05-10,2025-05-10,0.5,Direct,Airbus A320,Economy,Travel Agency,4355.921923,200,4555.921923,Regular,57
US-Bangla Airlines,BZL,Barisal Airport,RJH,"Shah Makhdum Airport, Rajshahi",2026-02-23,2026-02-23,0.793673595,Direct,Airbus A320,First Class,Direct Booking,10010.57948,200,10210.57948,Winter Holidays,64
US-Bangla Airlines,ZYL,"Osmani International Airport, Sylhet",BZL,Barisal Airport,2025-12-12,2025-12-12,1.053426392,Direct,Airbus A320,Business,Online Website,6238.46668,200,6438.46668,Winter Holidays,88
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-05-27,2025-05-27,1.060804236,Direct,Airbus A320,First Class,Travel Agency,10544.16788,200,10744.16788,Regular,78
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",SIN,Singapore Changi Airport,2025-02-15,2025-02-15,3.042283142,Direct,Boeing 787,Business,Travel Agency,120592.2962,24088.84442,144681.1406,Regular,30
Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",YYZ,Toronto Pearson International Airport,2025-09-13,2025-09-14,12.74776942,1 Stop,Boeing 777,First Class,Direct Booking,213278.4514,37991.76772,251270.2191,Regular,64
FlyDubai,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-08-16,2025-08-17,13.12360506,2 Stops,Boeing 777,First Class,Online Website,136610.4298,26491.56447,163101.9942,Regular,47
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",RJH,"Shah Makhdum Airport, Rajshahi",2025-12-31,2025-12-31,1.059252728,Direct,Airbus A320,Business,Online Website,9263.136625,200,9463.136625,Winter Holidays,83
Air Astra,ZYL,"Osmani International Airport, Sylhet",CXB,Cox's Bazar Airport,2025-07-01,2025-07-01,1.321351811,Direct,Airbus A320,First Class,Online Website,12223.95498,200,12423.95498,Regular,37
Thai Airways,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-09-10,2025-09-10,0.5,Direct,Airbus A320,Business,Direct Booking,7251.82319,200,7451.82319,Regular,35
British Airways,BZL,Barisal Airport,CXB,Cox's Bazar Airport,2025-03-28,2025-03-28,0.819521498,Direct,Airbus A320,Economy,Travel Agency,3426.707883,200,3626.707883,Regular,74
Malaysian Airlines,BZL,Barisal Airport,ZYL,"Osmani International Airport, Sylhet",2025-03-27,2025-03-27,0.956469987,Direct,Airbus A320,Economy,Online Website,3332.068933,200,3532.068933,Regular,69
Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-08-27,2025-08-27,6.978355235,1 Stop,Airbus A350,First Class,Travel Agency,28741.90878,8311.286317,37053.1951,Regular,88
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",JSR,Jessore Airport,2025-06-13,2025-06-13,0.5,Direct,Airbus A320,Economy,Direct Booking,3921.381654,200,4121.381654,Regular,35
FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",DOH,"Hamad International Airport, Doha",2025-10-27,2025-10-27,4.848565094,1 Stop,Boeing 787,Business,Direct Booking,94368.63706,18155.29556,112523.9326,Regular,37
FlyDubai,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2026-01-22,2026-01-22,0.890602352,Direct,Airbus A320,First Class,Direct Booking,13050.34641,200,13250.34641,Winter Holidays,24
Kuwait Airways,JSR,Jessore Airport,SPD,Saidpur Airport,2025-12-18,2025-12-18,0.983901534,Direct,Airbus A320,Business,Online Website,9141.150434,200,9341.150434,Winter Holidays,71
Air Astra,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2026-02-13,2026-02-14,8.8767366,1 Stop,Airbus A350,Economy,Travel Agency,4813.363107,6722.004466,11535.36757,Winter Holidays,84
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-06-20,2025-06-20,6.41863438,1 Stop,Boeing 777,First Class,Online Website,142587.325,25388.09875,167975.4237,Regular,77
Air India,JSR,Jessore Airport,BZL,Barisal Airport,2025-02-26,2025-02-26,0.5,Direct,Airbus A320,Economy,Travel Agency,3739.392487,200,3939.392487,Regular,53
Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-08-01,2025-08-01,0.577467688,Direct,Airbus A320,First Class,Direct Booking,9146.019157,200,9346.019157,Regular,62
Air India,ZYL,"Osmani International Airport, Sylhet",CGP,"Shah Amanat International Airport, Chittagong",2025-11-27,2025-11-27,1.086785681,Direct,Airbus A320,First Class,Direct Booking,10204.65655,200,10404.65655,Regular,26
Qatar Airways,CXB,Cox's Bazar Airport,SIN,Singapore Changi Airport,2025-09-01,2025-09-01,3.141650985,Direct,Boeing 787,Economy,Online Website,31322.79349,10698.41902,42021.21251,Regular,31
Malaysian Airlines,JSR,Jessore Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-03-07,2025-03-07,2.049863665,1 Stop,Boeing 787,Economy,Travel Agency,34942.46764,7241.370146,42183.83778,Regular,64
Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",DOH,"Hamad International Airport, Doha",2025-05-29,2025-05-29,4.081869099,Direct,Boeing 737,Business,Direct Booking,52172.18155,11825.82723,63998.00878,Regular,24
NovoAir,SPD,Saidpur Airport,DXB,Dubai International Airport,2026-02-02,2026-02-02,3.866792815,1 Stop,Boeing 787,First Class,Direct Booking,187068.3529,32060.25294,219128.6059,Winter Holidays,72
Air India,RJH,"Shah Makhdum Airport, Rajshahi",DEL,"Indira Gandhi International Airport, Delhi",2025-09-21,2025-09-21,1.864502804,Direct,Boeing 787,Business,Travel Agency,27302.52124,6095.378187,33397.89943,Regular,24
Air Arabia,CXB,Cox's Bazar Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-09-22,2025-09-22,1.452072561,Direct,Airbus A320,Economy,Direct Booking,3229.312956,200,3429.312956,Regular,27
Vistara,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-09-14,2025-09-14,3.091600079,Direct,Boeing 787,Economy,Travel Agency,58256.70667,10738.506,68995.21267,Regular,36
Air Astra,BZL,Barisal Airport,KUL,Kuala Lumpur International Airport,2025-02-07,2025-02-07,3.020985058,Direct,Boeing 737,Economy,Travel Agency,66224.71242,15933.70686,82158.41928,Regular,26
Saudia,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-12-15,2025-12-15,0.5,Direct,Airbus A320,First Class,Online Website,15681.82319,200,15881.82319,Winter Holidays,21
Malaysian Airlines,SPD,Saidpur Airport,JSR,Jessore Airport,2025-03-04,2025-03-04,0.872893584,Direct,Airbus A320,First Class,Online Website,12438.23496,200,15165.88196,Regular,1
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2026-03-11,2026-03-11,1.058447139,Direct,Airbus A320,First Class,Online Website,11953.56433,200,12153.56433,Regular,77
British Airways,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-05-23,2025-05-23,3.097088933,1 Stop,Boeing 737,First Class,Direct Booking,148445.539,28266.83085,176712.3698,Regular,66
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-08-15,2025-08-15,2.657898581,Direct,Boeing 737,Business,Direct Booking,17263.64408,8589.546611,25853.19069,Regular,44
Lufthansa,SPD,Saidpur Airport,JSR,Jessore Airport,2026-01-24,2026-01-25,0.907848066,Direct,Airbus A320,First Class,Online Website,14562.26546,200,14762.26546,Winter Holidays,47
Gulf Air,CGP,"Shah Amanat International Airport, Chittagong",YYZ,Toronto Pearson International Airport,2025-11-05,2025-11-05,12.77336546,2 Stops,Boeing 777,Business,Direct Booking,26311.16001,9946.674002,36257.83402,Regular,78
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",CXB,Cox's Bazar Airport,2025-04-29,2025-04-29,0.969638745,Direct,Airbus A320,Business,Direct Booking,8166.678168,200,8366.678168,Regular,46
US-Bangla Airlines,SPD,Saidpur Airport,RJH,"Shah Makhdum Airport, Rajshahi",2025-10-26,2025-10-26,0.506057721,Direct,Airbus A320,Business,Online Website,7476.791518,200,7676.791518,Regular,87
Lufthansa,SPD,Saidpur Airport,KUL,Kuala Lumpur International Airport,2025-03-31,2025-04-01,3.264079538,Direct,Boeing 737,Business,Travel Agency,57244.42467,14586.6637,71831.08837,Eid,75
Emirates,DAC,"Hazrat Shahjalal International Airport, Dhaka",KUL,Kuala Lumpur International Airport,2025-10-24,2025-10-24,2.652841594,Direct,Boeing 787,Economy,Travel Agency,65441.28122,15816.19218,81257.4734,Regular,24
IndiGo,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-05-04,2025-05-04,1.196735013,Direct,Airbus A320,Business,Direct Booking,7455.692115,200,7655.692115,Regular,34
Gulf Air,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-10-18,2025-10-18,9.358625957,1 Stop,Airbus A350,First Class,Travel Agency,112820.3316,22923.04974,135743.3813,Regular,81
Emirates,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-03-23,2025-03-23,6.359262215,1 Stop,Airbus A350,Business,Direct Booking,111877.5884,20781.63826,132659.2266,Regular,78
Cathay Pacific,DAC,"Hazrat Shahjalal International Airport, Dhaka",YYZ,Toronto Pearson International Airport,2025-10-13,2025-10-13,14.86860322,2 Stops,Airbus A350,Economy,Direct Booking,60980.92722,15147.13908,76128.0663,Regular,56
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-06-14,2025-06-14,0.623790286,Direct,Airbus A320,First Class,Travel Agency,10319.72148,200,10519.72148,Regular,40
Biman Bangladesh Airlines,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-03-07,2025-03-07,4.43783443,1 Stop,Boeing 787,Economy,Travel Agency,33103.29539,8965.494308,42068.7897,Regular,38
Thai Airways,JSR,Jessore Airport,CGP,"Shah Amanat International Airport, Chittagong",2025-03-07,2025-03-07,1.020926865,Direct,Airbus A320,Business,Travel Agency,5580.036489,200,5780.036489,Regular,9
Malaysian Airlines,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2025-01-07,2025-01-07,2.417346274,1 Stop,Boeing 737,Economy,Travel Agency,40565.74215,12084.86132,63180.72416,Regular,4
Etihad Airways,ZYL,"Osmani International Airport, Sylhet",DEL,"Indira Gandhi International Airport, Delhi",2025-11-28,2025-11-28,2.776846627,Direct,Boeing 737,Economy,Travel Agency,16897.54764,4534.632146,21432.17979,Regular,87
Air Arabia,ZYL,"Osmani International Airport, Sylhet",BKK,"Suvarnabhumi Airport, Bangkok",2026-02-14,2026-02-14,2.353401314,1 Stop,Boeing 787,Economy,Direct Booking,31034.24207,10655.13631,41689.37838,Winter Holidays,84
Lufthansa,JSR,Jessore Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-12-13,2025-12-13,0.5,Direct,Airbus A320,Economy,Direct Booking,5565.906137,200,5765.906137,Winter Holidays,19
IndiGo,DAC,"Hazrat Shahjalal International Airport, Dhaka",SIN,Singapore Changi Airport,2025-10-15,2025-10-15,3.263097273,1 Stop,Boeing 737,Business,Direct Booking,95709.55703,20356.43355,116065.9906,Regular,83
Malaysian Airlines,CGP,"Shah Amanat International Airport, Chittagong",JED,"King Abdulaziz International Airport, Jeddah",2025-08-28,2025-08-28,5.74037666,1 Stop,Airbus A350,Economy,Travel Agency,45660.45597,10849.0684,56509.52437,Regular,18
Emirates,JSR,Jessore Airport,KUL,Kuala Lumpur International Airport,2025-03-29,2025-03-29,3.100566567,Direct,Boeing 787,First Class,Direct Booking,98718.97432,20807.84615,119526.8205,Regular,74
Cathay Pacific,ZYL,"Osmani International Airport, Sylhet",CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-07-29,2025-07-30,1.446439292,Direct,Airbus A320,Business,Online Website,78956.39518,13843.45928,92799.85446,Regular,14
Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-09-27,2025-09-27,9.434943419,1 Stop,Airbus A350,Economy,Travel Agency,10486.02896,7572.904345,18058.93331,Regular,35
Biman Bangladesh Airlines,CXB,Cox's Bazar Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-05-01,2025-05-01,1.238877757,Direct,Airbus A320,Economy,Direct Booking,55736.78108,10360.51716,66097.29824,Regular,48
Biman Bangladesh Airlines,ZYL,"Osmani International Airport, Sylhet",DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-12-31,2025-12-31,0.703655661,Direct,Airbus A320,Business,Online Website,6729.362916,200,6929.362916,Winter Holidays,73
Qatar Airways,ZYL,"Osmani International Airport, Sylhet",JED,"King Abdulaziz International Airport, Jeddah",2025-12-06,2025-12-06,6.38772797,1 Stop,Boeing 777,Economy,Direct Booking,34984.51223,9247.676835,44232.18906,Winter Holidays,53
Kuwait Airways,RJH,"Shah Makhdum Airport, Rajshahi",JED,"King Abdulaziz International Airport, Jeddah",2025-08-17,2025-08-17,5.583948793,1 Stop,Airbus A350,First Class,Direct Booking,95978.01482,18396.70222,114374.717,Regular,82
Vistara,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-08-03,2025-08-03,9.397665381,1 Stop,Boeing 777,Business,Direct Booking,31630.30181,10744.54527,42374.84708,Regular,64
US-Bangla Airlines,SPD,Saidpur Airport,DAC,"Hazrat Shahjalal International Airport, Dhaka",2025-05-12,2025-05-12,0.852541894,Direct,Airbus A320,First Class,Travel Agency,10592.74711,200,10792.74711,Regular,75
US-Bangla Airlines,JSR,Jessore Airport,BZL,Barisal Airport,2025-06-30,2025-06-30,0.5,Direct,Airbus A320,First Class,Direct Booking,12196.06199,200,12396.06199,Regular,14
AirAsia,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2025-12-27,2025-12-27,3.309379345,Direct,Boeing 737,First Class,Direct Booking,225800.8793,39870.1319,265671.0112,Winter Holidays,83
US-Bangla Airlines,JSR,Jessore Airport,DXB,Dubai International Airport,2025-08-09,2025-08-09,4.052155035,Direct,Boeing 787,First Class,Travel Agency,123121.0267,22468.15401,145589.1807,Regular,63
AirAsia,DAC,"Hazrat Shahjalal International Airport, Dhaka",CGP,"Shah Amanat International Airport, Chittagong",2025-06-15,2025-06-15,0.736064562,Direct,Airbus A320,Business,Travel Agency,5492.559345,200,5692.559345,Regular,17
Kuwait Airways,ZYL,"Osmani International Airport, Sylhet",DOH,"Hamad International Airport, Doha",2025-07-28,2025-07-28,4.648266764,Direct,Boeing 787,Business,Travel Agency,21177.26254,7176.589381,28353.85192,Regular,20
Malaysian Airlines,CXB,Cox's Bazar Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-07-16,2025-07-17,6.307956205,1 Stop,Boeing 777,Business,Online Website,81146.17002,16171.9255,97318.09553,Regular,75
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-05-29,2025-05-29,7.135033976,1 Stop,Airbus A350,Economy,Travel Agency,38707.24771,9806.087156,48513.33486,Regular,58
Qatar Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",ZYL,"Osmani International Airport, Sylhet",2025-05-20,2025-05-20,0.655897685,Direct,Airbus A320,Business,Travel Agency,7530.940833,200,7730.940833,Regular,26
Kuwait Airways,SPD,Saidpur Airport,BKK,"Suvarnabhumi Airport, Bangkok",2025-06-10,2025-06-10,2.977386787,Direct,Boeing 787,Economy,Online Website,31759.72607,10763.95891,42523.68498,Regular,23
Air Arabia,ZYL,"Osmani International Airport, Sylhet",SPD,Saidpur Airport,2025-06-23,2025-06-24,0.975492725,Direct,Airbus A320,Economy,Travel Agency,1967.932194,200,2167.932194,Regular,67
Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",SIN,Singapore Changi Airport,2026-02-25,2026-02-25,3.101286224,Direct,Boeing 787,First Class,Travel Agency,253225.0814,43983.76221,297208.8436,Winter Holidays,80
Lufthansa,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-09-28,2025-09-29,12.87106446,1 Stop,Boeing 777,Economy,Travel Agency,33476.23837,11021.43576,44497.67413,Regular,6
Cathay Pacific,SPD,Saidpur Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-03-07,2025-03-07,5.632363209,1 Stop,Airbus A350,Business,Direct Booking,129479.347,23421.90204,152901.249,Regular,36
FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-03-24,2025-03-24,8.584290483,1 Stop,Boeing 777,Economy,Travel Agency,23503.73069,9525.559604,33029.2903,Regular,33
FlyDubai,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-09-08,2025-09-08,1.135243534,Direct,Airbus A320,Economy,Direct Booking,3113.778773,200,3313.778773,Regular,54
Air India,BZL,Barisal Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-10-15,2025-10-15,2.303655819,Direct,Boeing 787,First Class,Direct Booking,189413.9155,30412.08733,219826.0028,Regular,78
AirAsia,JSR,Jessore Airport,CCU,"Netaji Subhas Chandra Bose International Airport, Kolkata",2025-05-08,2025-05-08,0.5,Direct,Airbus A320,Economy,Direct Booking,13996.97765,4099.546647,18096.5243,Regular,76
Kuwait Airways,CXB,Cox's Bazar Airport,DEL,"Indira Gandhi International Airport, Delhi",2025-11-02,2025-11-02,2.778325745,Direct,Boeing 737,Economy,Online Website,43657.57478,8548.636216,52206.21099,Regular,11
Air India,SPD,Saidpur Airport,DOH,"Hamad International Airport, Doha",2025-06-27,2025-06-27,4.273834369,Direct,Boeing 737,First Class,Travel Agency,199352.4368,33902.86552,233255.3023,Regular,20
US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",RJH,"Shah Makhdum Airport, Rajshahi",2025-03-16,2025-03-16,0.586515961,Direct,Airbus A320,Economy,Online Website,4459.373955,200,4659.373955,Regular,32
Air Arabia,BZL,Barisal Airport,JED,"King Abdulaziz International Airport, Jeddah",2025-05-09,2025-05-10,5.463964517,2 Stops,Airbus A350,Business,Online Website,41672.56384,10250.88458,51923.44841,Regular,43
IndiGo,ZYL,"Osmani International Airport, Sylhet",JSR,Jessore Airport,2025-03-22,2025-03-22,1.093274961,Direct,Airbus A320,Business,Travel Agency,5592.40671,200,5792.40671,Regular,14
Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",BZL,Barisal Airport,2025-04-20,2025-04-20,0.824695468,Direct,Airbus A320,Economy,Travel Agency,1899.561187,200,2099.561187,Regular,84
NovoAir,BZL,Barisal Airport,JSR,Jessore Airport,2025-07-24,2025-07-24,0.5,Direct,Airbus A320,First Class,Travel Agency,9216.080907,200,9416.080907,Regular,33
US-Bangla Airlines,CGP,"Shah Amanat International Airport, Chittagong",JSR,Jessore Airport,2025-08-24,2025-08-24,0.940648181,Direct,Airbus A320,Economy,Travel Agency,3714.589862,200,3914.589862,Regular,43
